,source_taxon_name,latitude,longitude,ISO_A2,NAME_ES,searched_taxon_name,target_taxon_name,country_name,Estatus.Taxonómico,Nombre.Válido,Autoridad,Rango.Taxonómico,Familia,Forma.biológica
40153,Xylocopa sonorina,37.40599667,-122.0967867,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40154,Xylocopa sonorina,37.56117582,-122.3213323,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40155,Xylocopa sonorina,37.3627775,-121.9681047,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40157,Xylocopa sonorina,37.38419552,-122.0785697,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40158,Xylocopa sonorina,38.05585833,-122.2140283,NA,NA,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40159,Xylocopa sonorina,37.56152725,-122.3212357,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40160,Xylocopa sonorina,38.034903,-122.026918,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40161,Xylocopa sonorina,37.3265152,-122.0480118,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40164,Xylocopa sonorina,38.25168333,-121.9825133,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40165,Xylocopa sonorina,37.939817,-122.061878,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40167,Xylocopa sonorina,37.25014995,-121.942179,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40168,Xylocopa sonorina,37.44002516,-122.1481419,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40170,Xylocopa sonorina,37.40594667,-122.096795,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40171,Xylocopa sonorina,37.56116333,-122.3211883,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40172,Xylocopa sonorina,37.24956654,-121.9421044,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40174,Xylocopa sonorina,37.44758333,-122.1548695,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40175,Xylocopa sonorina,37.68629667,-121.925775,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40177,Xylocopa sonorina,37.983696,-122.048941,US,Estados Unidos,NA,Salvia microphylla,NA,NA,NA,NA,NA,NA,NA
40255,Xylocopa sonorina,37.8660099,-122.2837981,US,Estados Unidos,NA,Salvia rosmarinus,NA,NA,NA,NA,NA,NA,NA
40284,Xylocopa sonorina,37.38864044,-122.078383,US,Estados Unidos,NA,Salvia rosmarinus,NA,NA,NA,NA,NA,NA,NA
40290,Xylocopa sonorina,37.31311401,-122.0631897,US,Estados Unidos,NA,Salvia sonomensis,NA,NA,NA,NA,NA,NA,NA
40296,Xylocopa sonorina,37.4418834,-122.1430195,US,Estados Unidos,NA,Salvia uliginosa,NA,NA,NA,NA,NA,NA,NA
40425,Xylocopa sonorina,19.6119293,-155.9729114,US,Estados Unidos,NA,Scaevola taccada,NA,NA,NA,NA,NA,NA,NA
40428,Xylocopa sonorina,33.76957885,-116.9251506,US,Estados Unidos,NA,Schinus terebinthifolia,NA,NA,NA,NA,NA,NA,NA
41111,Xylocopa sonorina,33.8302961,-116.5452921,US,Estados Unidos,NA,Senna artemisioides,NA,NA,NA,NA,NA,NA,NA
41112,Xylocopa sonorina,33.25717748,-116.3770377,US,Estados Unidos,NA,Senna artemisioides,NA,NA,NA,NA,NA,NA,NA
41113,Xylocopa varipuncta,NA,NA,NA,NA,NA,Senna bauhinioides,NA,NA,NA,NA,NA,NA,NA
41114,Xylocopa varipuncta,31.32556,-109.26667,MX,México,NA,Senna bauhinioides,NA,NA,NA,NA,NA,NA,NA
41151,Xylocopa sonorina,NA,NA,NA,NA,NA,Sesbania,NA,NA,NA,NA,NA,NA,NA
41196,Xylocopa sonorina,19.675875,-156.0230167,NA,NA,NA,Sida fallax,NA,NA,NA,NA,NA,NA,NA
41641,Xylocopa sonorina,37.97344667,-122.5614,US,Estados Unidos,NA,Solanum,NA,NA,NA,NA,NA,NA,NA
41652,Xylocopa sonorina,32.96892477,-117.0765223,US,Estados Unidos,NA,Solanum,NA,NA,NA,NA,NA,NA,NA
41653,Xylocopa sonorina,37.30801758,-121.952377,US,Estados Unidos,NA,Solanum,NA,NA,NA,NA,NA,NA,NA
41700,Xylocopa sonorina,35.18084882,-106.457473,US,Estados Unidos,NA,Solanum elaeagnifolium,NA,NA,NA,NA,NA,NA,NA
41701,Xylocopa sonorina,35.09148819,-106.7313857,US,Estados Unidos,NA,Solanum elaeagnifolium,NA,NA,NA,NA,NA,NA,NA
41716,Xylocopa sonorina,37.85247429,-122.3274078,NA,NA,NA,Solanum laxum,NA,NA,NA,NA,NA,NA,NA
41717,Xylocopa sonorina,37.91573921,-122.3674964,NA,NA,NA,Solanum laxum,NA,NA,NA,NA,NA,NA,NA
41719,Xylocopa sonorina,38.52124991,-121.699227,US,Estados Unidos,NA,Solanum lycopersicum,NA,NA,NA,NA,NA,NA,NA
41738,Xylocopa sonorina,37.52952099,-122.2483831,US,Estados Unidos,NA,Solanum lycopersicum,NA,NA,NA,NA,NA,NA,NA
41739,Xylocopa sonorina,37.771655,-122.2698583,US,Estados Unidos,NA,Solanum lycopersicum,NA,NA,NA,NA,NA,NA,NA
41741,Xylocopa sonorina,37.47764667,-122.2418967,US,Estados Unidos,NA,Solanum lycopersicum,NA,NA,NA,NA,NA,NA,NA
41743,Xylocopa sonorina,38.46103036,-122.7607966,US,Estados Unidos,NA,Solanum lycopersicum,NA,NA,NA,NA,NA,NA,NA
43098,Xylocopa sonorina,33.73098333,-116.3784333,US,Estados Unidos,NA,Sophora secundiflora ex,NA,NA,NA,NA,NA,NA,NA
43099,Xylocopa sonorina,33.72815833,-116.2888717,US,Estados Unidos,NA,Sophora secundiflora ex,NA,NA,NA,NA,NA,NA,NA
43111,Xylocopa sonorina,37.37900118,-122.092302,US,Estados Unidos,NA,Spathoglottis,NA,NA,NA,NA,NA,NA,NA
43346,Xylocopa sonorina,37.381721,-122.027252,US,Estados Unidos,NA,Sphaeralcea ambigua,NA,NA,NA,NA,NA,NA,NA
43947,Xylocopa sonorina,38.43702,-122.8685083,US,Estados Unidos,NA,Stachys byzantina,NA,NA,NA,NA,NA,NA,NA
44280,Xylocopa sonorina,32.866714,-97.275069,US,Estados Unidos,NA,Styphnolobium affine,NA,NA,NA,NA,NA,NA,NA
44281,Xylocopa sonorina,32.81376808,-96.72721893,US,Estados Unidos,NA,Styphnolobium affine,NA,NA,NA,NA,NA,NA,NA
44282,Xylocopa sonorina,32.81370168,-96.72729805,US,Estados Unidos,NA,Styphnolobium affine,NA,NA,NA,NA,NA,NA,NA
45015,Xylocopa sonorina,37.43002367,-122.2538558,US,Estados Unidos,NA,Syringa vulgaris,NA,NA,NA,NA,NA,NA,NA
45181,Xylocopa sonorina,37.41223667,-122.1040278,US,Estados Unidos,NA,Tagetes,NA,NA,NA,NA,NA,NA,NA
45957,Xylocopa sonorina,37.32437272,-121.8101156,US,Estados Unidos,NA,Taraxacum officinale,NA,NA,NA,NA,NA,NA,NA
46158,Xylocopa sonorina,37.97098411,-121.8260546,US,Estados Unidos,NA,Tecoma stans,NA,NA,NA,NA,NA,NA,NA
46159,Xylocopa sonorina,33.78198833,-116.2872617,US,Estados Unidos,NA,Tecoma stans,NA,NA,NA,NA,NA,NA,NA
46161,Xylocopa sonorina,33.74916167,-117.0083,US,Estados Unidos,NA,Tecoma stans,NA,NA,NA,NA,NA,NA,NA
46164,Xylocopa sonorina,33.79406667,-116.4698417,US,Estados Unidos,NA,Tecoma stans,NA,NA,NA,NA,NA,NA,NA
46476,Xylocopa sonorina,19.67594913,-156.02633,NA,NA,NA,Thespesia populnea,NA,NA,NA,NA,NA,NA,NA
46610,Xylocopa sonorina,37.24593373,-121.7775538,US,Estados Unidos,NA,Trachelospermum jasminoides,NA,NA,NA,NA,NA,NA,NA
46694,Xylocopa sonorina,33.7822811,-116.4356381,US,Estados Unidos,NA,Trichocereus,NA,NA,NA,NA,NA,NA,NA
46695,Xylocopa sonorina,33.78623767,-116.5412282,US,Estados Unidos,NA,Trichocereus,NA,NA,NA,NA,NA,NA,NA
47155,Xylocopa sonorina,37.80756605,-121.9812651,US,Estados Unidos,NA,Trifolium incarnatum,NA,NA,NA,NA,NA,NA,NA
47713,Xylocopa sonorina,37.9944812,-121.7076014,US,Estados Unidos,NA,Tropaeolum majus,NA,NA,NA,NA,NA,NA,NA
47714,Xylocopa sonorina,37.7418791,-121.8858787,US,Estados Unidos,NA,Tropaeolum majus,NA,NA,NA,NA,NA,NA,NA
47715,Xylocopa sonorina,38.363105,-121.939155,US,Estados Unidos,NA,Tropaeolum majus,NA,NA,NA,NA,NA,NA,NA
47716,Xylocopa sonorina,37.34993671,-121.9533869,US,Estados Unidos,NA,Tropaeolum majus,NA,NA,NA,NA,NA,NA,NA
47717,Xylocopa sonorina,38.38353333,-121.9745417,US,Estados Unidos,NA,Tropaeolum majus,NA,NA,NA,NA,NA,NA,NA
48079,Xylocopa sonorina,37.3916077,-122.0246822,US,Estados Unidos,NA,Verbena bonariensis,NA,NA,NA,NA,NA,NA,NA
48299,Xylocopa sonorina,38.14987,-121.290531,US,Estados Unidos,NA,Verbenaceae,NA,NA,NA,NA,NA,NA,NA
48818,Xylocopa sonorina,38.564141,-121.389717,US,Estados Unidos,NA,Vicia,NA,NA,NA,NA,NA,NA,NA
48881,Xylocopa sonorina,38.891565,-121.293008,US,Estados Unidos,NA,Vicia,NA,NA,NA,NA,NA,NA,NA
48906,Xylocopa sonorina,38.53022291,-121.8372436,US,Estados Unidos,NA,Vicia,NA,NA,NA,NA,NA,NA,NA
48911,Xylocopa sonorina,32.881604,-97.280205,US,Estados Unidos,NA,Vicia,NA,NA,NA,NA,NA,NA,NA
48993,Xylocopa sonorina,37.76198833,-122.2305433,US,Estados Unidos,NA,Vicia faba,NA,NA,NA,NA,NA,NA,NA
48994,Xylocopa sonorina,38.302595,-122.2797867,US,Estados Unidos,NA,Vicia faba,NA,NA,NA,NA,NA,NA,NA
48997,Xylocopa sonorina,37.40681235,-121.8536703,US,Estados Unidos,NA,Vicia faba,NA,NA,NA,NA,NA,NA,NA
48999,Xylocopa sonorina,37.40612333,-122.0969067,US,Estados Unidos,NA,Vicia faba,NA,NA,NA,NA,NA,NA,NA
49000,Xylocopa sonorina,37.36006985,-121.9694823,US,Estados Unidos,NA,Vicia faba,NA,NA,NA,NA,NA,NA,NA
49020,Xylocopa sonorina,38.0524025,-122.2264815,NA,NA,NA,Vicia sativa,NA,NA,NA,NA,NA,NA,NA
49159,Xylocopa sonorina,37.31355484,-122.024651,US,Estados Unidos,NA,Vigna unguiculata sesquipedalis,NA,NA,NA,NA,NA,NA,NA
49200,Xylocopa sonorina,37.82244114,-121.9661043,US,Estados Unidos,NA,Viola,NA,NA,NA,NA,NA,NA,NA
49314,Xylocopa sonorina,35.18213708,-106.7977195,US,Estados Unidos,NA,Vitex,NA,NA,NA,NA,NA,NA,NA
49318,Xylocopa sonorina,35.14963394,-106.7850202,US,Estados Unidos,NA,Vitex,NA,NA,NA,NA,NA,NA,NA
49322,Xylocopa sonorina,35.10840671,-106.6566938,US,Estados Unidos,NA,Vitex,NA,NA,NA,NA,NA,NA,NA
49323,Xylocopa sonorina,33.91137657,-116.9299088,US,Estados Unidos,NA,Vitex agnus-castus,NA,NA,NA,NA,NA,NA,NA
49334,Xylocopa sonorina,33.87342836,-116.9557336,US,Estados Unidos,NA,Vitex agnus-castus,NA,NA,NA,NA,NA,NA,NA
49367,Xylocopa sonorina,19.61219562,-155.9811655,NA,NA,NA,Waltheria indica,NA,NA,NA,NA,NA,NA,NA
49368,Xylocopa sonorina,19.67822822,-156.0220433,NA,NA,NA,Waltheria indica,NA,NA,NA,NA,NA,NA,NA
49414,Xylocopa sonorina,37.41005333,-122.1566917,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49416,Xylocopa sonorina,37.78615508,-122.2259055,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49418,Xylocopa sonorina,37.24795176,-121.9364722,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49419,Xylocopa sonorina,37.41072006,-122.1461834,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49420,Xylocopa sonorina,37.42891161,-122.165282,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49421,Xylocopa sonorina,37.75126167,-122.2351333,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49423,Xylocopa sonorina,37.90655635,-122.3016092,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49424,Xylocopa sonorina,37.75123167,-122.2352217,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49425,Xylocopa sonorina,37.69174157,-121.7012352,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49426,Xylocopa sonorina,37.97625373,-122.0772633,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49427,Xylocopa sonorina,37.3216223,-121.9426095,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49428,Xylocopa sonorina,37.39321787,-122.0991167,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49429,Xylocopa sonorina,37.99849587,-122.0565119,US,Estados Unidos,NA,Wisteria,NA,NA,NA,NA,NA,NA,NA
49433,Xylocopa sonorina,37.74834463,-121.9230626,US,Estados Unidos,NA,Wisteria sinensis,NA,NA,NA,NA,NA,NA,NA
49786,Xylocopa sonorina,38.57557167,-121.47252,US,Estados Unidos,NA,Zinnia elegans,NA,NA,NA,NA,NA,NA,NA